"","Sender","Receiver","Date","Hour","Minute","Duration_seconds","Focal"
"2014","Simone","Jennell","2022-02-26",10,28,238,"Simone"
"2015","Abdus Samad","Kristen","2022-09-21",11,50,36,"Kristen"
"2016","Lahana","Adyn","2022-05-29",11,1,174,"Lahana"
"2017","Burton","Anastasia","2022-05-05",8,48,202,"Burton"
"2018","Anjanetta","Abdus Samad","2022-01-01",11,18,42,"Abdus Samad"
"2019","Lohitha","Kelia","2022-07-07",15,4,230,"Lohitha"
"2020","Makayla","Anjanetta","2022-06-18",15,38,68,"Makayla"
"2021","Mckayla","Maleeha","2022-12-24",10,6,65,"Mckayla"
"2022","Varun","Adam","2022-07-31",14,23,114,"Adam"
"2023","Makayla","Mikaela","2022-11-11",8,36,214,"Mikaela"
"2024","Kiana","Yeni","2022-02-02",16,5,93,"Kiana"
"2025","Kiana","Charise","2022-08-20",13,46,119,"Charise"
"2026","Pamela","Charise","2022-02-02",9,14,136,"Charise"
"2027","Adyn","Kristen","2022-07-19",15,25,189,"Adyn"
"2028","Maleeha","Luis","2022-10-22",10,42,195,"Luis"
"2029","Grace","Luis","2022-04-28",8,5,117,"Grace"
"2030","Kiana","Hadiyya","2022-03-03",12,57,144,"Hadiyya"
"2031","Nawwaara","Kendell","2022-04-04",9,42,125,"Nawwaara"
"2032","Afnaan","Kristen","2022-09-21",11,57,186,"Kristen"
"2033","Grace","Kristen","2022-01-13",17,35,109,"Kristen"
"2034","Ye-Ji","Anjanetta","2022-07-19",12,26,144,"Ye-Ji"
"2035","Yushan","Anjanetta","2022-04-28",16,11,141,"Yushan"
"2036","Afnaan","Adyn","2022-06-30",8,49,104,"Adyn"
"2037","Grace","Lohitha","2022-11-23",15,30,78,"Lohitha"
"2038","Trevor","Yushan","2022-03-03",10,56,54,"Yushan"
"2039","Trevon","Adyn","2022-12-24",16,57,184,"Trevon"
"2040","Grace","Luis","2022-04-16",15,43,239,"Grace"
"2041","Grace","Luis","2022-05-29",15,51,238,"Grace"
"2042","Kiana","Sydni","2022-11-23",11,27,28,"Kiana"
"2043","Mckayla","Luis","2022-11-23",10,42,147,"Luis"
"2044","Lahana","Luis","2022-05-29",11,15,213,"Lahana"
"2045","Andrew","Kristen","2022-09-21",11,23,180,"Kristen"
"2046","Deonte","Kristen","2022-09-21",11,27,217,"Kristen"
"2047","Dawnielle","Ye-Ji","2022-07-19",12,45,156,"Ye-Ji"
"2048","Kiana","Mckayla","2022-10-10",7,38,238,"Kiana"
"2049","Kristen","Connor","2022-04-16",11,23,208,"Kristen"
"2050","Connor","Mufliha","2022-01-25",13,49,188,"Mufliha"
"2051","Sydni","Ye-Ji","2022-01-25",7,22,174,"Ye-Ji"
"2052","Saara","Jennell","2022-01-01",17,28,77,"Saara"
"2053","Grace","Abdus Samad","2022-04-04",7,6,36,"Abdus Samad"
"2054","Kelia","Lahana","2022-02-26",11,43,146,"Lahana"
"2055","Dawnielle","Anastasia","2022-04-04",17,22,109,"Anastasia"
"2056","Andrew","Luis","2022-12-24",15,16,109,"Andrew"
"2057","Kiana","Sydni","2022-10-10",7,19,77,"Kiana"
"2058","Connor","Luis","2022-01-13",10,34,49,"Connor"
"2059","Makayla","Brie","2022-10-10",16,28,180,"Makayla"
"2060","Makayla","Lohitha","2022-07-07",15,24,75,"Lohitha"
"2061","Mikaela","Lahana","2022-06-18",16,18,85,"Lahana"
"2062","Kiana","Saara","2022-09-21",16,44,216,"Kiana"
"2063","Mufliha","Kristen","2022-01-25",13,23,120,"Mufliha"
"2064","Charise","Anjanetta","2022-12-24",11,10,26,"Charise"
"2065","Hadiyya","Makayla","2022-10-10",11,3,150,"Hadiyya"
"2066","Tahleela","Saara","2022-11-11",10,33,63,"Tahleela"
"2067","Abdus Samad","Ye-Ji","2022-07-19",12,37,191,"Ye-Ji"
"2068","Barcley","Yushan","2022-03-03",13,58,187,"Yushan"
"2069","Isaiah","Adyn","2022-05-17",15,40,59,"Isaiah"
"2070","Tiffany","Lohitha","2022-01-01",16,14,181,"Tiffany"
"2071","Ashqar","Adyn","2022-07-19",15,38,104,"Adyn"
"2072","Okatomi","Maleeha","2022-07-31",9,37,224,"Okatomi"
"2073","Grace","Brie","2022-04-16",7,33,211,"Brie"
"2074","Jennell","Lohitha","2022-02-02",17,41,41,"Lohitha"
"2075","Abdul Ghani","Anjanetta","2022-03-15",14,49,226,"Abdul Ghani"
"2076","James","Abdus Samad","2022-10-22",12,30,102,"James"
"2077","Ye-Ji","Brie","2022-04-16",7,30,81,"Brie"
"2078","Hishaam","Kristen","2022-06-18",13,37,228,"Kristen"
"2079","Anastasia","Luis","2022-06-06",14,16,165,"Luis"
"2080","Timothy","Luis","2022-10-22",16,58,228,"Timothy"
"2081","Makayla","Ye-Ji","2022-10-10",16,47,138,"Makayla"
"2082","Shelby","Adyn","2022-07-19",15,30,226,"Adyn"
"2083","Anjanetta","Lahana","2022-05-29",14,17,150,"Anjanetta"
"2084","Okatomi","Anastasia","2022-08-08",11,27,137,"Anastasia"
"2085","Kristen","Nawwaara","2022-04-28",11,3,231,"Nawwaara"
"2086","Mikaela","Kristen","2022-04-16",12,57,79,"Mikaela"
"2087","Ye-Ji","Erick","2022-08-08",8,13,160,"Erick"
"2088","Jennell","Kristen","2022-09-09",12,30,39,"Jennell"
"2089","Luis","Burton","2022-05-05",8,20,71,"Burton"
"2090","Dawnielle","Mufliha","2022-05-05",15,37,80,"Dawnielle"
"2091","Sydni","Andrew","2022-04-16",10,0,240,"Andrew"
"2092","Okatomi","Anjanetta","2022-06-30",11,30,108,"Okatomi"
"2093","Luis","Abdus Samad","2022-04-04",7,43,194,"Abdus Samad"
"2094","Trevon","Kristen","2022-06-18",13,16,219,"Kristen"
"2095","Nhi","Kristen","2022-11-23",17,7,235,"Nhi"
"2096","Simone","Mikaela","2022-08-08",16,0,235,"Simone"
"2097","Varun","Isaiah","2022-08-20",15,9,42,"Isaiah"
"2098","Isaiah","Luis","2022-05-29",7,4,218,"Isaiah"
"2099","Mufliha","Adyn","2022-07-19",15,14,144,"Adyn"
"2100","Najeeba","Lahana","2022-08-20",12,23,208,"Najeeba"
"2101","Shelby","Kristen","2022-03-15",9,8,71,"Shelby"
"2102","Kaci","Dawnielle","2022-05-05",15,46,221,"Dawnielle"
"2103","Dawnielle","Okatomi","2022-03-03",11,22,177,"Dawnielle"
"2104","Ye-Ji","Andrew","2022-02-14",16,29,185,"Ye-Ji"
"2105","Connor","Kristen","2022-10-10",13,31,195,"Connor"
"2106","Makayla","Trevor","2022-10-10",16,53,183,"Makayla"
"2107","Mikaela","Burton","2022-05-17",17,56,208,"Burton"
"2108","Luis","Anjanetta","2022-10-22",10,30,132,"Luis"
"2109","Adyn","Adam","2022-04-28",14,0,153,"Adyn"
"2110","Ye-Ji","Timothy","2022-07-19",12,57,220,"Ye-Ji"
"2111","Saara","Lahana","2022-02-26",11,12,59,"Lahana"
"2112","Mckayla","Maleeha","2022-09-09",15,16,109,"Mckayla"
"2113","Lohitha","Kendell","2022-03-15",12,34,21,"Kendell"
"2114","Nhi","Najeeba","2022-11-23",17,30,180,"Nhi"
"2115","Maleeha","Anastasia","2022-04-04",17,13,168,"Anastasia"
"2116","Tiffany","Nawwaara","2022-04-28",11,16,40,"Nawwaara"
"2117","Ye-Ji","Mufliha","2022-09-21",15,13,195,"Ye-Ji"
"2118","Grace","Trevon","2022-12-24",16,29,110,"Trevon"
"2119","Deunna","Anastasia","2022-01-13",13,55,119,"Anastasia"
"2120","Tiffany","Adyn","2022-06-30",8,40,102,"Adyn"
"2121","Trevon","Kristen","2022-01-13",17,7,136,"Kristen"
"2122","Erick","Okatomi","2022-06-30",11,4,239,"Okatomi"
"2123","Connor","Mikaela","2022-03-03",9,3,28,"Connor"
"2124","Joel","Ye-Ji","2022-09-21",15,27,214,"Ye-Ji"
"2125","Barcley","Luis","2022-09-09",14,57,42,"Barcley"
"2126","Abdus Samad","Anjanetta","2022-01-01",11,59,174,"Abdus Samad"
"2127","Simone","Grace","2022-04-28",8,53,31,"Grace"
"2128","Deunna","Saara","2022-01-01",17,53,222,"Saara"
"2129","Lohitha","Luis","2022-11-23",15,43,52,"Lohitha"
"2130","Adyn","Luis","2022-11-23",10,45,188,"Luis"
"2131","Anastasia","Burton","2022-07-31",15,36,35,"Anastasia"
"2132","Luis","Kristen","2022-11-23",10,18,39,"Luis"
"2133","Mikaela","Abdus Samad","2022-04-04",7,7,135,"Abdus Samad"
"2134","Maleeha","Kristen","2022-05-17",7,54,134,"Maleeha"
"2135","Shelby","Lahana","2022-08-20",16,20,63,"Shelby"
"2136","Anastasia","Anjanetta","2022-01-01",9,34,94,"Anjanetta"
"2137","Simone","Adyn","2022-02-26",10,2,79,"Simone"
"2138","Dawnielle","Tre","2022-03-03",11,58,59,"Dawnielle"
"2139","Sydni","Kristen","2022-04-16",11,29,41,"Kristen"
"2140","Amelia","Yushan","2022-01-01",13,48,158,"Amelia"
"2141","Barcley","Maleeha","2022-05-17",7,22,66,"Maleeha"
"2142","Afnaan","Adyn","2022-04-28",14,58,95,"Adyn"
"2143","Pamela","Yushan","2022-04-28",16,20,172,"Yushan"
"2144","Connor","Luis","2022-02-26",13,9,49,"Connor"
"2145","Hadiyya","Jennell","2022-05-29",17,25,114,"Jennell"
"2146","Anastasia","Luis","2022-06-06",14,0,238,"Luis"
"2147","Mufliha","Erick","2022-12-12",14,17,185,"Erick"
"2148","Ashqar","Luis","2022-11-23",10,39,168,"Luis"
"2149","Trevon","Lohitha","2022-04-28",10,25,182,"Lohitha"
"2150","Pamela","Anjanetta","2022-05-05",7,59,90,"Pamela"
"2151","Hadiyya","Grace","2022-03-15",7,35,193,"Grace"
"2152","Pamela","Okatomi","2022-06-30",11,31,55,"Okatomi"
"2153","Makayla","Mufliha","2022-02-26",8,23,42,"Mufliha"
"2154","Kristen","Luis","2022-06-18",13,34,211,"Kristen"
"2155","Tiffany","Trevor","2022-01-01",14,31,172,"Tiffany"
"2156","Shelby","Luis","2022-11-23",12,25,146,"Luis"
"2157","Isaiah","Brie","2022-04-16",7,50,131,"Brie"
"2158","Charise","Lahana","2022-06-30",9,27,136,"Charise"
"2159","Mikaela","Isaiah","2022-01-25",8,7,206,"Isaiah"
"2160","Mikaela","Mufliha","2022-01-25",13,15,230,"Mufliha"
"2161","Abdul Ghani","Luis","2022-11-23",12,51,200,"Luis"
"2162","Trevor","Yushan","2022-11-11",17,19,61,"Trevor"
"2163","Mufliha","Trevor","2022-11-11",17,47,129,"Trevor"
"2164","Kiana","Yushan","2022-02-02",8,4,71,"Kiana"
"2165","Jennell","Brie","2022-06-30",12,28,199,"Jennell"
"2166","Charise","Pamela","2022-05-05",7,38,202,"Pamela"
"2167","Barcley","Maleeha","2022-09-09",13,27,167,"Barcley"
"2168","Deunna","Sydni","2022-04-04",8,20,182,"Deunna"
"2169","Isaiah","Mufliha","2022-01-25",13,41,203,"Mufliha"
"2170","Tiffany","Maleeha","2022-11-23",14,12,212,"Tiffany"
"2171","Burton","Adyn","2022-05-05",8,58,108,"Burton"
"2172","Ye-Ji","Kendell","2022-09-21",15,17,85,"Ye-Ji"
"2173","Bryanna","Anastasia","2022-05-05",17,59,228,"Anastasia"
"2174","Kendell","Lahana","2022-03-15",12,43,180,"Kendell"
"2175","Luis","Timothy","2022-11-23",12,45,183,"Luis"
"2176","Luis","Burton","2022-11-23",10,20,109,"Luis"
"2177","Bryanna","Jennell","2022-10-10",9,39,149,"Jennell"
"2178","Kiana","Shelby","2022-11-11",12,0,236,"Shelby"
"2179","Tiffany","Ye-Ji","2022-02-14",16,27,211,"Ye-Ji"
"2180","Kiana","Dawnielle","2022-04-16",17,57,139,"Kiana"
"2181","Hishaam","Brie","2022-05-17",12,56,88,"Hishaam"
"2182","Anastasia","Barcley","2022-01-13",13,27,57,"Anastasia"
"2183","Grace","Luis","2022-04-28",8,45,157,"Grace"
"2184","Makayla","Adyn","2022-10-22",11,51,63,"Makayla"
"2185","Ashqar","Mufliha","2022-07-07",13,40,174,"Ashqar"
"2186","Barcley","Kristen","2022-06-18",13,12,229,"Kristen"
"2187","Yushan","Lahana","2022-03-15",17,20,125,"Lahana"
"2188","Kaci","Nhi","2022-06-18",9,21,72,"Nhi"
"2189","Isaiah","Kristen","2022-12-12",9,27,67,"Isaiah"
"2190","Okatomi","Anastasia","2022-05-17",9,54,186,"Okatomi"
"2191","Lohitha","Anastasia","2022-04-04",10,10,170,"Anastasia"
"2192","Tahleela","Tiffany","2022-11-23",14,42,209,"Tiffany"
"2193","Abdus Samad","Kristen","2022-09-21",11,32,211,"Kristen"
"2194","Kurtis","Kristen","2022-10-22",15,26,124,"Kurtis"
"2195","Afnaan","Brie","2022-06-06",17,47,238,"Afnaan"
"2196","Yushan","Kristen","2022-09-21",12,24,79,"Yushan"
"2197","Deonte","Abdus Samad","2022-09-09",7,19,125,"Deonte"
"2198","Ye-Ji","Hishaam","2022-02-14",13,19,233,"Ye-Ji"
"2199","Dawnielle","Anastasia","2022-04-04",17,42,40,"Anastasia"
"2200","Shelby","Grace","2022-04-28",7,57,214,"Grace"
"2201","Bryanna","Okatomi","2022-02-14",11,17,197,"Bryanna"
"2202","Shelby","Mufliha","2022-02-26",8,23,228,"Mufliha"
"2203","Pamela","Ye-Ji","2022-05-05",7,26,238,"Pamela"
"2204","Amelia","Adyn","2022-03-27",13,38,43,"Amelia"
"2205","Najeeba","Grace","2022-04-28",7,29,210,"Grace"
"2206","Mikaela","Luis","2022-11-11",8,49,83,"Mikaela"
"2207","Yeni","Brie","2022-03-27",17,29,233,"Yeni"
"2208","Okatomi","Anastasia","2022-04-04",10,52,54,"Anastasia"
"2209","Joel","Lahana","2022-06-06",15,47,194,"Lahana"
"2210","Bryanna","Mikaela","2022-01-25",17,45,170,"Bryanna"
"2211","Mckayla","Shelby","2022-09-09",15,54,50,"Mckayla"
"2212","Ashqar","Kristen","2022-08-08",9,13,55,"Ashqar"
"2213","Makayla","Connor","2022-07-07",14,42,153,"Connor"
"2214","Dawnielle","Makayla","2022-08-08",7,48,230,"Dawnielle"
"2215","Jennell","Okatomi","2022-01-13",9,17,124,"Okatomi"
"2216","Amelia","Kristen","2022-05-05",12,17,208,"Amelia"
"2217","Adyn","Erick","2022-08-08",8,22,22,"Erick"
"2218","Luis","Kristen","2022-01-13",17,23,240,"Kristen"
"2219","Shelby","Okatomi","2022-09-21",10,34,146,"Okatomi"
"2220","Mikaela","Adyn","2022-08-20",17,28,49,"Mikaela"
"2221","Deunna","Anastasia","2022-08-08",11,29,109,"Anastasia"
"2222","Okatomi","Pamela","2022-05-17",9,16,156,"Okatomi"
"2223","Jennell","Ashqar","2022-07-07",13,53,111,"Ashqar"
"2224","Najeeba","Anjanetta","2022-12-12",10,32,157,"Anjanetta"
"2225","Adyn","Erick","2022-07-07",8,30,186,"Adyn"
"2226","Nawwaara","Ye-Ji","2022-09-09",8,44,37,"Nawwaara"
"2227","Timothy","Luis","2022-10-22",16,9,158,"Timothy"
"2228","Charise","Adyn","2022-07-19",15,44,157,"Adyn"
"2229","Saara","Mufliha","2022-01-01",17,40,57,"Saara"
"2230","Kiana","Mckayla","2022-07-07",12,16,236,"Kiana"
"2231","Mufliha","Kristen","2022-02-26",8,21,116,"Mufliha"
"2232","Charise","Anjanetta","2022-12-12",10,15,32,"Anjanetta"
"2233","Yeni","Varun","2022-11-11",9,55,130,"Varun"
"2234","Mckayla","Dawnielle","2022-09-09",15,47,51,"Mckayla"
"2235","Burton","Adyn","2022-08-20",7,30,201,"Burton"
"2236","Okatomi","Kristen","2022-09-21",11,59,46,"Kristen"
"2237","Okatomi","Kristen","2022-01-13",9,5,139,"Okatomi"
"2238","Trevon","Okatomi","2022-09-21",10,23,209,"Okatomi"
"2239","Adam","Kristen","2022-06-30",17,41,217,"Adam"
"2240","Kaci","Mckayla","2022-12-24",7,27,169,"Mckayla"
"2241","Grace","Okatomi","2022-01-13",9,50,171,"Okatomi"
"2242","Yushan","Anastasia","2022-01-13",13,21,198,"Anastasia"
"2243","Isaiah","Luis","2022-12-12",9,23,202,"Isaiah"
"2244","Nawwaara","Luis","2022-10-22",10,9,206,"Luis"
"2245","Shelby","Andrew","2022-04-16",10,18,81,"Andrew"
"2246","Varun","Isaiah","2022-03-27",11,56,118,"Isaiah"
"2247","Kiana","Amelia","2022-03-27",13,26,118,"Amelia"
"2248","Okatomi","Maleeha","2022-07-31",9,48,88,"Okatomi"
"2249","Kristen","Anjanetta","2022-01-01",9,47,64,"Anjanetta"
"2250","Yeni","Lahana","2022-03-15",17,53,170,"Lahana"
"2251","Mikaela","Kendell","2022-04-16",12,42,164,"Mikaela"
"2252","Kristen","Maleeha","2022-09-21",11,54,118,"Kristen"
"2253","Yeni","Luis","2022-07-07",10,50,183,"Yeni"
"2254","Connor","Maleeha","2022-09-09",16,58,36,"Connor"
"2255","Grace","Charise","2022-04-16",15,23,125,"Grace"
"2256","Nawwaara","Luis","2022-10-22",10,14,56,"Luis"
"2257","Simone","Mckayla","2022-12-24",7,10,187,"Mckayla"
"2258","Ye-Ji","Isaiah","2022-05-29",7,24,216,"Isaiah"
"2259","Hadiyya","Lohitha","2022-11-23",15,44,151,"Lohitha"
"2260","Adam","Kristen","2022-04-16",11,5,167,"Kristen"
"2261","Shelby","Luis","2022-11-23",10,11,157,"Luis"
"2262","Anastasia","Lahana","2022-04-04",17,0,95,"Anastasia"
"2263","Kelia","Kendell","2022-01-25",12,34,150,"Kelia"
"2264","Dawnielle","Mufliha","2022-05-05",15,3,141,"Dawnielle"
"2265","Luis","Adyn","2022-06-06",14,50,161,"Luis"
"2266","Yushan","Luis","2022-10-22",10,36,77,"Luis"
"2267","Timothy","Adyn","2022-01-01",8,22,227,"Timothy"
"2268","Kelia","Anastasia","2022-04-04",17,28,154,"Anastasia"
"2269","Nhi","Grace","2022-01-01",15,46,171,"Nhi"
"2270","Simone","Yushan","2022-09-21",12,34,80,"Yushan"
"2271","Barcley","Adyn","2022-01-25",14,21,195,"Barcley"
"2272","Abdus Samad","Adyn","2022-04-04",7,44,135,"Abdus Samad"
"2273","Lohitha","Kendell","2022-11-23",15,35,77,"Lohitha"
"2274","Lohitha","Lahana","2022-04-28",10,44,206,"Lohitha"
"2275","Saara","Yeni","2022-01-01",17,45,113,"Saara"
"2276","Nawwaara","Kristen","2022-04-04",9,42,31,"Nawwaara"
"2277","Mckayla","Lohitha","2022-11-23",7,52,22,"Mckayla"
"2278","Lahana","Luis","2022-03-15",17,44,239,"Lahana"
"2279","Simone","Nawwaara","2022-02-26",10,15,86,"Simone"
"2280","Mikaela","Pamela","2022-05-05",7,53,183,"Pamela"
"2281","Kendell","Ye-Ji","2022-02-14",16,45,50,"Ye-Ji"
"2282","Lahana","Nawwaara","2022-09-09",8,14,80,"Nawwaara"
"2283","Abdul Ghani","Luis","2022-01-01",10,19,187,"Abdul Ghani"
"2284","Anastasia","Mikaela","2022-04-04",10,14,98,"Anastasia"
"2285","Jennell","Luis","2022-11-23",10,23,85,"Luis"
"2286","Simone","Grace","2022-06-18",8,17,77,"Grace"
"2287","Hadiyya","Anastasia","2022-10-10",11,11,132,"Hadiyya"
"2288","Amelia","Adyn","2022-07-07",8,49,66,"Adyn"
"2289","Anastasia","Ye-Ji","2022-02-14",16,12,40,"Ye-Ji"
"2290","Bryanna","Yushan","2022-01-25",17,14,118,"Bryanna"
"2291","Erick","Lahana","2022-03-15",11,15,78,"Erick"
"2292","Yushan","Anjanetta","2022-07-19",9,6,47,"Yushan"
"2293","Pamela","Ashqar","2022-07-07",13,24,236,"Ashqar"
"2294","Tre","Kristen","2022-01-13",17,49,33,"Kristen"
"2295","Pamela","Lohitha","2022-07-07",15,9,172,"Lohitha"
"2296","Connor","Charise","2022-12-24",11,51,192,"Charise"
"2297","Yushan","Maleeha","2022-07-19",9,39,159,"Yushan"
"2298","Pamela","Luis","2022-06-06",14,50,46,"Luis"
"2299","Shelby","Grace","2022-11-11",12,25,145,"Shelby"
"2300","Abdul Ghani","Kristen","2022-06-18",13,34,204,"Kristen"
"2301","Kiana","Pamela","2022-11-23",11,49,156,"Kiana"
"2302","Burton","Kristen","2022-01-13",17,25,183,"Kristen"
"2303","Mckayla","Simone","2022-06-18",12,22,97,"Simone"
"2304","Grace","Lohitha","2022-04-28",10,13,135,"Lohitha"
"2305","Makayla","Connor","2022-10-10",16,54,83,"Makayla"
"2306","Okatomi","Brie","2022-01-13",9,51,201,"Okatomi"
"2307","Yeni","Lahana","2022-03-15",17,44,145,"Lahana"
"2308","Tahleela","Charise","2022-07-31",8,56,200,"Charise"
"2309","Pamela","Adyn","2022-07-19",15,30,85,"Adyn"
"2310","Hadiyya","Okatomi","2022-05-17",9,51,35,"Okatomi"
"2311","Ashqar","Okatomi","2022-06-30",11,40,80,"Okatomi"
"2312","Shelby","Charise","2022-08-20",16,47,80,"Shelby"
"2313","Najeeba","Jennell","2022-06-30",12,7,56,"Jennell"
"2314","Lahana","Mufliha","2022-06-06",15,40,29,"Lahana"
"2315","Jennell","Anjanetta","2022-09-09",12,2,112,"Jennell"
"2316","Afnaan","Adyn","2022-07-07",8,46,176,"Adyn"
"2317","Simone","Kristen","2022-06-18",13,23,25,"Kristen"
"2318","Luis","Trevon","2022-04-16",16,26,93,"Trevon"
"2319","Tiffany","Luis","2022-11-23",14,14,162,"Tiffany"
"2320","Mikaela","Abdus Samad","2022-04-16",12,58,218,"Mikaela"
"2321","Kelia","Lahana","2022-06-18",16,49,153,"Lahana"
"2322","Najeeba","Charise","2022-01-25",15,56,198,"Najeeba"
"2323","Simone","Charise","2022-06-30",9,59,37,"Charise"
"2324","Grace","Okatomi","2022-01-13",9,26,124,"Okatomi"
"2325","Nhi","Shelby","2022-08-20",16,0,80,"Shelby"
"2326","Nhi","Jennell","2022-05-29",17,42,80,"Jennell"
"2327","Mikaela","Anjanetta","2022-04-16",12,50,32,"Mikaela"
"2328","Trevor","Luis","2022-10-22",10,55,104,"Luis"
"2329","Burton","Kristen","2022-01-13",17,14,56,"Kristen"
"2330","Lahana","Ye-Ji","2022-07-19",12,5,184,"Ye-Ji"
"2331","Hadiyya","Jennell","2022-05-29",17,46,84,"Jennell"
"2332","Okatomi","Yushan","2022-06-30",11,43,169,"Okatomi"
"2333","Tiffany","Adyn","2022-06-30",8,45,159,"Adyn"
"2334","Connor","Luis","2022-02-26",13,53,64,"Connor"
"2335","Mckayla","Mikaela","2022-04-04",14,36,90,"Mckayla"
"2336","Mckayla","Yeni","2022-10-22",7,56,120,"Mckayla"
"2337","Najeeba","Brie","2022-01-25",15,4,217,"Najeeba"
"2338","Jennell","Kelia","2022-06-30",12,2,174,"Jennell"
"2339","Burton","Brie","2022-08-20",7,20,117,"Burton"
"2340","Yushan","Charise","2022-03-03",10,2,33,"Yushan"
"2341","Timothy","Kristen","2022-02-26",16,8,220,"Timothy"
"2342","Dawnielle","Mufliha","2022-03-03",11,10,234,"Dawnielle"
"2343","Yeni","Lahana","2022-06-06",15,22,105,"Lahana"
"2344","Charise","Lahana","2022-07-31",8,12,160,"Charise"
"2345","Varun","Andrew","2022-12-24",14,35,173,"Varun"
"2346","Saara","Shelby","2022-09-21",9,58,93,"Saara"
"2347","Andrew","Kristen","2022-06-18",13,46,135,"Kristen"
"2348","Okatomi","Kendell","2022-07-31",9,55,68,"Okatomi"
"2349","Kristen","Lahana","2022-06-18",16,41,153,"Lahana"
"2350","Hadiyya","Mikaela","2022-10-10",11,4,27,"Hadiyya"
"2351","Adyn","Ashqar","2022-02-02",14,23,214,"Ashqar"
"2352","Okatomi","Brie","2022-07-31",9,20,49,"Okatomi"
"2353","Mckayla","Anastasia","2022-10-22",7,39,121,"Mckayla"
"2354","Brie","Erick","2022-03-15",11,47,102,"Erick"
"2355","Dawnielle","Adyn","2022-03-03",11,31,50,"Dawnielle"
"2356","Shelby","Makayla","2022-05-29",8,24,20,"Shelby"
"2357","Okatomi","Charise","2022-05-17",9,47,100,"Okatomi"
"2358","Kiana","Najeeba","2022-02-02",16,39,147,"Kiana"
"2359","Anastasia","Adyn","2022-04-04",17,7,36,"Anastasia"
"2360","Mikaela","Charise","2022-04-16",12,30,216,"Mikaela"
"2361","Okatomi","Anastasia","2022-04-04",17,15,126,"Anastasia"
"2362","Lohitha","Maleeha","2022-05-17",7,2,130,"Maleeha"
"2363","Hishaam","Luis","2022-05-29",13,11,27,"Hishaam"
"2364","Yeni","Maleeha","2022-07-07",10,2,85,"Yeni"
"2365","Nawwaara","Luis","2022-04-28",11,11,37,"Nawwaara"
"2366","Pamela","Burton","2022-08-20",7,23,223,"Burton"
"2367","Grace","Adam","2022-03-15",8,59,80,"Adam"
"2368","Pamela","Adyn","2022-05-05",7,9,36,"Pamela"
"2369","Lahana","Adyn","2022-06-06",15,1,42,"Lahana"
"2370","Mckayla","Mikaela","2022-09-09",15,37,179,"Mckayla"
"2371","Adyn","Andrew","2022-04-16",10,6,238,"Andrew"
"2372","Bryanna","Yushan","2022-03-03",10,58,90,"Yushan"
"2373","Mikaela","Anjanetta","2022-01-01",9,45,178,"Anjanetta"
"2374","Kaci","Nawwaara","2022-02-02",7,37,43,"Kaci"
"2375","Tahleela","Kiana","2022-04-16",17,13,147,"Kiana"
"2376","Andrew","Maleeha","2022-12-24",15,40,129,"Andrew"
"2377","Kaci","Mckayla","2022-12-24",7,16,141,"Mckayla"
