"","Sender","Receiver","Date","Hour","Minute","Focal"
"2288","Erick","Shelby","2022-12-28",12,30,"Erick"
"2289","Erick","Kristen","2022-12-28",12,37,"Erick"
"2290","Varun","Dawnielle","2022-12-28",13,29,"Dawnielle"
"2291","Kristen","Luis","2022-12-28",16,16,"Kristen"
"2292","Burton","Nawwaara","2022-12-28",17,58,"Burton"
"2293","James","Trevor","2022-12-29",9,10,"James"
"2294","Connor","Adyn","2022-12-29",11,2,"Connor"
"2295","Connor","Afnaan","2022-12-29",11,24,"Connor"
"2296","Lahana","Charise","2022-12-29",12,57,"Lahana"
"2297","Anastasia","Nawwaara","2022-12-29",13,59,"Anastasia"
"2298","Bryanna","Shelby","2022-12-29",17,25,"Bryanna"
"2299","Afnaan","Charise","2022-12-30",7,2,"Charise"
"2300","Charise","Mckayla","2022-12-30",7,16,"Charise"
"2301","Timothy","Barcley","2022-12-30",9,36,"Barcley"
"2302","Saara","Tahleela","2022-12-30",13,43,"Saara"
"2303","Trevon","Lahana","2022-12-30",16,23,"Lahana"
"2304","Jennell","Shelby","2022-12-30",17,58,"Jennell"
"2305","Abdul Ghani","Mufliha","2022-12-31",9,59,"Abdul Ghani"
"2306","Hadiyya","Tiffany","2022-12-31",11,6,"Tiffany"
"2307","Connor","Kristen","2022-12-31",13,46,"Kristen"
"2308","Kurtis","Amelia","2022-12-31",15,8,"Amelia"
"2309","Amelia","Saara","2022-12-31",15,26,"Amelia"
"2310","Amelia","Saara","2022-12-31",15,36,"Amelia"
"2311","Connor","Pamela","2022-12-31",17,13,"Connor"
